DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore
D00864,Rebecca,Green,rossjacob@hotmail.com,062.646.5889,Payneshire,AR,36907,6/9/2022,3,9008.43,No,22
D00865,Brandon,Lopez,brett40@kline.biz,001-872-444-6312,West Jonathanberg,HI,75239,6/4/2023,14,13528.33,No,25
D00866,Laura,Hart,bcarroll@hotmail.com,001-842-092-7493x9098,New Samuelfurt,ID,62814,10/11/2022,14,16938.97,No,81
D00867,Kelly,Johnson,joshuaweaver@cooper.net,122-021-5128,Williamville,WI,65260,6/28/2023,15,17571.69,No,59
D00868,Nicholas,Stewart,mwatkins@gmail.com,(136)840-5416x523,East Jasonmouth,VT,29561,10/20/2024,8,23900.38,No,57
D00869,Dustin,Cooper,jacob32@hotmail.com,008.777.5190x0322,Port Zacharyton,IL,97881,4/21/2024,29,13292.87,No,54
D00870,Amanda,Watson,ogreer@gmail.com,001-607-347-8432x6748,Port Gabrielle,MN,45738,6/8/2023,15,10004.99,No,44
D00871,Ashlee,Fernandez,richard41@becker.com,643-103-2338x5437,South Josestad,TX,54187,3/29/2023,22,23843.52,Yes,52
D00872,Laura,Martin,robincooper@gmail.com,001-673-058-5821x964,Ralphmouth,OK,49803,2/28/2025,29,16059.91,Yes,76
D00873,George,Turner,oshah@walker.com,001-599-682-2431x21255,East Christina,NE,73333,4/16/2022,27,7467.8,No,16
D00874,Christian,Knapp,michelleayers@castro.com,898.392.3078x14125,Port Randyborough,NJ,12491,2/16/2024,13,3179.08,No,16
D00875,Monica,Sullivan,lynntracy@yahoo.com,067.077.9244x547,Wongborough,TN,62283,3/28/2024,17,21067.01,No,81
D00876,Christine,Porter,alexis57@hotmail.com,971-131-5687x31024,North Gregorystad,UT,72057,12/29/2024,21,9067.3,Yes,55
D00877,John,Thomas,jeffrey34@hotmail.com,(645)963-9468,North Heatherborough,IA,973,6/10/2022,24,16518.53,Yes,61
D00878,Roberta,Ellis,housedaniel@george-martin.com,583-109-0358x5872,Jamesfort,WV,28377,6/28/2024,3,11780.99,No,95
D00879,Douglas,Flores,josephjohnson@yahoo.com,(327)502-7192x6421,Marshland,CO,77092,3/10/2025,28,4989.27,Yes,79
D00880,Steven,Smith,uparker@chavez-murphy.com,001-023-872-8807x3664,West Katherine,MN,79478,2/8/2024,6,15050.13,Yes,77
D00881,Jonathan,Rodgers,robinsonglenn@mercado.net,001-706-959-9019,North Jennifer,MA,89305,9/30/2022,5,1535.86,No,40
D00882,Jonathan,Cantrell,laurenwest@williams-moyer.com,(433)562-3950x2111,Luismouth,SD,99746,10/21/2023,22,10345.29,No,91
D00883,Albert,Rivera,campbellkayla@johnson.com,700.008.2220x53220,Michaelstad,NY,74959,10/10/2023,26,13674.44,Yes,21
D00884,Linda,Thornton,hgilbert@hotmail.com,-10478,West Christopherland,NV,64765,10/11/2024,17,10912.45,No,66
D00885,Rachel,Wells,jacobsmary@yahoo.com,661-710-1478x2475,Lake Ellenfort,AR,69132,11/1/2024,23,18721.83,No,8
D00886,Erica,Roberts,michael38@grant.com,001-911-739-0665,Joshuabury,LA,63693,6/26/2023,25,20701.57,No,71
D00887,Eric,Raymond,ubutler@hotmail.com,6888576027,Vaughnshire,NH,49114,3/13/2023,2,19285.65,No,10
D00888,Scott,Hooper,rryan@yahoo.com,160.350.2450,South Amy,ND,44246,7/1/2024,26,989.55,Yes,57
D00889,Michael,Berry,trevormorgan@bird-barry.com,(327)052-4169x4564,North Barbara,MA,50146,2/23/2023,15,4869.34,Yes,4
D00890,Briana,Thomas,yoconnell@yahoo.com,(866)764-6914x2840,North Catherinemouth,OK,25164,6/17/2024,5,13424.46,Yes,43
D00891,Danielle,Cunningham,waynetorres@hotmail.com,13743784,New Elizabeth,DC,94782,7/20/2023,26,23371.85,No,100
D00892,Roger,Meadows,burnettronnie@johnson-cantu.com,107.382.3225x8337,East Johnside,MI,73485,12/17/2024,20,20877.22,Yes,99
D00893,John,Ramos,moorekurt@hall.com,(223)345-0154x17765,South David,TX,94066,9/22/2024,6,21066.51,No,63
D00894,Megan,Norris,lloydmiranda@clark.com,866.100.0059x118,East Tracy,MN,845,1/18/2025,6,7594.14,No,43
D00895,James,Dennis,boydcynthia@yahoo.com,(247)939-3348x9140,East Heatherbury,DC,40331,4/30/2022,27,10747.61,Yes,67
D00896,Paul,Mccullough,campbelljustin@warren.info,(696)315-5580,East Matthew,AR,12965,6/12/2022,18,11778.23,Yes,82
D00897,Timothy,Taylor,smccarty@henderson.info,+1-087-575-7513x1838,Lake Krystal,TX,52801,7/28/2024,18,3951.14,No,51
D00898,John,Pierce,ahernandez@gmail.com,(370)844-4685,West Catherineland,UT,36571,12/18/2023,4,796.08,No,56
D00899,Ashley,Parker,samantharoberts@gmail.com,1381385418,North Amandaville,SD,97319,7/11/2022,17,23673.63,Yes,43
D00900,Bailey,Morales,jasminemorton@mclaughlin.com,293-264-5701x7733,Elizabethstad,MS,9233,8/11/2022,25,6033,Yes,24
D00901,Victoria,Randall,catherinejohns@smith.biz,010.653.6054x9712,East Zoe,PA,3322,8/5/2023,14,6013.92,No,96
D00902,Kenneth,Griffin,stonerobert@moore-robbins.info,931.082.6277x5699,Flowerstown,AK,83660,7/6/2022,14,2102.81,Yes,34
D00903,Tiffany,Davis,patelkatie@yahoo.com,001-906-041-8696x095,Evansberg,WI,14134,12/20/2023,13,23214.12,No,59
D00904,Dominique,Brown,lthompson@castillo-flores.com,(611)828-9210x7586,Mendozastad,GA,84591,6/15/2023,7,14501.83,Yes,2
D00905,Joshua,Davidson,jtaylor@hotmail.com,358-309-7533x6314,Tracyland,OH,37382,8/8/2023,12,16682.58,No,2
D00906,Ashlee,Silva,douglas18@harmon.com,001-289-691-8617,Ruthburgh,NE,70602,10/9/2022,23,22791.19,Yes,10
D00907,Gina,Walker,lbrown@gonzales.com,686-345-4964x22069,Johnsonburgh,MD,39591,5/3/2022,15,8653.59,No,23
D00908,Julie,Walls,jamescobb@hotmail.com,001-925-583-0035x80875,New Erin,MI,37689,5/20/2024,19,15545.25,Yes,15
D00909,Brandon,Ramirez,suehowe@white-moore.org,(344)910-8853x4883,Burchberg,KY,34149,1/15/2023,11,989.21,No,76
D00910,Catherine,Johnson,gkeith@simmons.com,927-277-8340,Cooktown,NH,92461,8/29/2023,15,4685.58,Yes,17
D00911,Tyler,Ryan,angelathomas@gmail.com,932.818.1671x7711,South Janice,MO,74887,8/17/2024,12,20784.52,Yes,82
D00912,Rebecca,Griffin,jacqueline39@hotmail.com,3402073617,Owenville,MA,76702,11/27/2024,3,19173.87,No,14
D00913,Justin,Powers,angela44@martinez-hardy.info,574-179-1848x0000,Wagnerhaven,VA,32615,4/9/2022,17,8779.05,No,81
D00914,Lauren,Miller,evanlong@gmail.com,001-013-302-1489x04011,New Keithhaven,ND,14668,6/12/2024,3,9432.73,No,79
D00915,Catherine,Hunt,jose49@carr-hardy.com,001-392-158-1927x7244,South Sandrahaven,MS,70245,4/14/2024,19,13348.19,No,76
D00916,Michael,Lee,ksmith@gmail.com,764.561.8468,Keystad,OR,76622,11/4/2024,20,26.02,No,16
D00917,Dana,Stewart,martinmark@hotmail.com,001-158-336-5974,Christopherhaven,NY,90223,1/2/2025,4,6046.28,No,32
D00918,Christine,Jacobs,nhiggins@yahoo.com,091.487.1929x0833,West Ericaland,OR,54097,5/31/2024,3,5221.63,No,23
D00919,Erica,Harding,bethanygrant@hotmail.com,265.619.7896x81266,East Eric,MI,71454,10/14/2023,26,6277.06,No,34
D00920,Jennifer,Kerr,edwardburnett@taylor.biz,(991)699-2770x86657,New Christopher,ID,33016,1/23/2025,16,20151.53,Yes,98
D00921,Donna,Ward,glenware@juarez-burns.info,865-977-5977x6738,Lake Taylorton,OR,8265,2/4/2025,12,7006.25,No,16
D00922,Mary,Hernandez,frances58@yahoo.com,750682337,Leemouth,TN,95867,6/7/2022,8,4804.2,No,34
D00923,Courtney,Nash,danafoster@lindsey.com,393.474.1267,Donnaport,AZ,19930,11/19/2022,24,12616.5,Yes,71
D00924,Rebecca,Wood,tiffany36@miller.com,-5425,Lake Nancybury,NH,13391,7/10/2022,29,21643.81,No,33
D00925,Debbie,Watson,kjones@wiggins.com,(052)173-2133x0587,South Craigchester,NY,81617,9/20/2022,29,6048.92,Yes,68
D00926,Kyle,Mitchell,dawnjackson@mcmahon.com,+1-892-880-2295x57693,Garyborough,KS,15236,6/3/2022,17,1981.84,No,43
D00927,Scott,Bell,timothyvaldez@hotmail.com,8883707991,Ayalaberg,VT,92215,10/12/2024,7,8922.99,Yes,64
D00928,Bethany,Madden,salazarjames@ray.com,001-906-231-5434x491,Michaelside,ME,36320,5/24/2022,11,18696.34,Yes,71
D00929,Jessica,Sawyer,hdavis@sanders.com,001-747-084-8671,East Melissa,ID,55694,8/28/2024,18,13776.25,No,18
D00930,Christopher,Miller,clarkdavid@bradshaw.com,724-985-9634,Lake Elizabethbury,OK,91256,8/16/2024,1,20423.5,No,68
D00931,Kenneth,Luna,obrienjulie@wilson.biz,650.941.6267,Jamesbury,MD,44556,3/31/2023,3,23990.61,No,61
D00932,Julie,Wallace,robinwilliams@griffith.net,(408)962-8701,South Erika,AZ,55651,10/26/2024,4,19820.71,No,75
D00933,Gregory,Riddle,jamesdean@hotmail.com,001-321-566-7019x187,East David,GA,99147,10/15/2022,13,15103,No,20
D00934,David,Lara,carterjames@rogers-herrera.com,710-459-9920,New Brent,ND,50127,10/13/2022,6,12343.67,Yes,11
D00935,Amber,Roberts,kimberly12@yahoo.com,189.802.2131x8960,Jamesmouth,OK,92368,7/11/2023,26,1020.93,No,79
D00936,Teresa,Shaffer,davisandrew@vega.com,034-611-7341x74146,West Justin,KS,59802,11/28/2023,14,24608.36,No,46
D00937,Alyssa,Waller,tina29@bennett-smith.org,(545)123-3559x164,Brendamouth,NC,40512,1/27/2023,5,9599.36,No,64
D00938,Robin,Coleman,virginia56@cochran.com,001-915-663-0363x3864,East Amanda,IA,60359,5/7/2023,16,3822.66,Yes,81
D00939,Maria,Mosley,david97@frank.info,650.074.4352x50191,West Julie,NV,15852,4/7/2022,15,16674.39,No,98
D00940,Jonathan,Taylor,joshuacoleman@dunn-fernandez.biz,(536)470-6696x77813,Michaelside,IL,99338,5/31/2022,15,7121.52,Yes,76
D00941,Makayla,Matthews,jasonjohnson@gmail.com,145-244-8649x153,Martinezmouth,NV,59157,3/12/2025,4,14652.74,No,28
D00942,Timothy,Miller,thomastimothy@henderson.org,(090)435-1840x639,Julieview,ID,77795,6/15/2022,8,14677.46,No,48
D00943,Lindsay,Clark,fhall@brown-george.com,(946)513-2710,New Mariahville,LA,53423,1/26/2025,27,11154.33,No,35
D00944,Julie,Wells,reynoldsmichelle@gmail.com,4991264384,Masonburgh,OR,4685,11/7/2023,16,20906.24,No,8
D00945,Matthew,Dillon,davidheath@hotmail.com,001-709-819-2050x91633,Daystad,AK,60593,5/17/2022,28,6638.88,Yes,91
D00946,Darius,Hatfield,luis20@haynes.com,001-236-259-3286,Campbellbury,AK,4242,9/21/2024,16,11226.84,No,22
D00947,Sydney,Jones,martinezchristina@frye-elliott.info,(711)924-9128x300,Paulberg,RI,45355,7/6/2023,4,13451.55,No,24
D00948,Donald,Choi,torozco@hotmail.com,(238)183-9245x16791,South Kaitlinstad,AL,5703,2/3/2023,13,16597.35,Yes,66
D00949,Tammy,Avila,scott55@coleman-thompson.com,761.960.7911x7292,North Josephview,SC,8929,1/4/2024,26,19603.62,No,95
D00950,Michelle,Davis,iskinner@yahoo.com,359.133.5315,Patelstad,WI,73788,1/31/2023,28,9882.29,No,86
D00951,Jennifer,Ortiz,csmith@hotmail.com,562.872.4504,Hoganside,PA,70197,3/10/2025,13,16158.25,No,64
D00952,Tina,Rocha,robleswillie@clark.biz,001-094-147-7168x289,Smithtown,HI,8044,10/22/2022,2,3782.26,No,65
D00953,Tammy,Perry,colejoshua@burns.net,-7282,Dennisview,DE,20252,7/28/2023,3,23317.55,No,14
D00954,Linda,Peters,blacklisa@diaz.com,(362)970-3864x7322,Davisbury,SC,27888,10/3/2022,22,9588.81,Yes,25
D00955,Michael,Page,fordjames@gmail.com,224.263.7836,Johnsonside,AR,17561,7/27/2024,8,18243.45,No,100
D00956,Krystal,Fischer,dgarcia@yahoo.com,125.414.5287x84759,West Lauraton,OH,44844,3/24/2022,24,528.12,No,100
D00957,Alexander,Taylor,christopher04@booker-finley.info,4474176434,Kimberlystad,WA,76741,10/29/2024,15,5145.57,No,3
D00958,Amanda,Lopez,lauriethompson@hotmail.com,105-794-0652x532,South Emilybury,MA,59116,5/18/2023,11,12187.32,Yes,5
D00959,Shawn,James,smithryan@schmidt-rice.com,001-324-448-3451,Gonzalezport,NH,28105,1/15/2025,9,21958.75,Yes,65
D00960,Emily,Spencer,mwarner@yahoo.com,001-955-089-7754,North Jason,WI,55561,3/1/2025,7,13190.83,Yes,54
D00961,Emily,Williams,harrisanna@yahoo.com,281.570.6625x0162,Griffinview,DE,57313,10/5/2024,13,23248.16,No,19
D00962,Brenda,Mckenzie,catherinemoore@weeks-massey.biz,(043)771-4948,North Casey,OR,69279,7/11/2024,2,12105.25,No,97
D00963,Lynn,Davenport,christianrichards@hotmail.com,248.492.6152x8305,Brewermouth,OK,62924,11/11/2022,8,12271.42,No,54
D00964,Shelby,Torres,hollyalvarez@brown.biz,001-682-080-8207x80988,Hendersonhaven,TN,89057,1/16/2023,7,3011.27,No,94
D00965,Daniel,Hansen,vgarcia@hotmail.com,(209)252-1094,Sandrafort,GA,45698,4/25/2024,24,20070.35,No,76
D00966,Jesus,Ford,popebrent@tucker.com,001-235-479-1302x79299,Griffinborough,AL,45245,1/25/2023,12,6189.2,No,10
D00967,Angel,Johnson,brenda88@hoover.com,2510022798,Lake Jeffreyport,NM,97920,6/9/2023,19,22492.32,Yes,98
D00968,Nicole,Smith,john15@williams.org,(579)988-3594,South Justinfort,FL,47337,1/6/2025,7,22772.39,No,16
D00969,Anna,Baker,deborah97@logan-rice.info,260.322.4080,South Katrinafort,NE,50900,12/12/2022,10,23583.89,No,46
D00970,Rose,Blanchard,gonzalezbrittany@martinez.com,+1-770-037-8171x5068,New Jamesburgh,NY,62521,4/7/2024,29,13015.36,No,29
D00971,Jeffrey,Flowers,godonnell@robinson.com,246-088-8959x20851,Kellyside,VA,15916,3/13/2024,25,16933.8,No,15
D00972,Bryan,Kennedy,pduncan@gmail.com,(122)866-0099x974,South Amber,SD,5226,12/13/2023,16,19467.33,No,48
D00973,Madison,Valdez,samuel38@garza.com,001-411-715-9036,Robertsonland,AZ,97244,12/9/2022,3,3292.75,No,11
D00974,Regina,Stafford,joneslynn@yahoo.com,873-725-9012x5996,Hillburgh,VT,90382,4/6/2024,10,15031.91,No,34
D00975,Kevin,Butler,qcharles@johnson.com,483.432.9786x71542,Grayside,TX,79388,6/10/2022,6,876.76,Yes,36
D00976,Ricky,Vasquez,danieljenkins@gmail.com,001-959-957-1947x7007,Port Brianport,AK,21208,12/27/2024,18,12449.2,No,30
D00977,Donald,Watts,cody81@wood.org,910-353-3635,North Dylan,WY,59205,5/2/2024,18,3887.97,No,99
D00978,Sophia,Sanchez,phyllismiller@yahoo.com,+1-217-234-0515x588,Courtneymouth,IA,30058,11/8/2023,5,4589.41,Yes,73
D00979,Kevin,Wilson,sarah80@waller.com,+1-663-143-8706x1154,Rickville,NE,18914,3/20/2024,21,9138.89,No,82
D00980,Travis,Ramirez,eugenemartinez@yahoo.com,(118)895-9491,Chrisfurt,FL,34591,3/23/2024,29,10822.28,No,19
D00981,Colton,Gamble,xcompton@randolph-ryan.com,+1-265-951-7336x664,Port Johnny,CT,66696,11/18/2024,7,15586.85,Yes,68
D00982,Paige,Jones,amber67@kennedy-davis.com,-4280,West Mark,RI,83148,6/26/2023,28,1879.22,No,70
D00983,Derek,Reese,telliott@powell.com,001-801-106-3822,New Erin,WA,8583,12/6/2022,2,12602.22,No,33
D00984,Shawn,Perkins,lacey96@hotmail.com,432-654-9518x981,Charlestown,AZ,38751,1/27/2024,11,4581.98,No,96
D00985,Ellen,Cunningham,zbarber@harding.com,+1-978-551-7915x4369,Henryhaven,OR,22621,5/29/2024,13,14357.9,Yes,80
D00986,Julia,Oneill,chapmanjerome@gmail.com,-9557,Clarktown,NC,95072,5/2/2023,23,15942.37,No,75
D00987,Sonya,Burton,tylerrodney@yahoo.com,940-809-1006x9569,Port Josephfurt,IN,34479,6/7/2024,5,13926.6,Yes,22
D00988,Robert,Alvarez,snyderandrea@gmail.com,-2209,North Douglas,DC,15950,5/1/2024,6,18462.62,No,36
D00989,Julia,Benson,zmitchell@tran.com,001-266-403-0750x59990,Lake Julie,AK,50972,9/21/2022,24,8403.52,No,23
D00990,Eric,Wilson,zcarpenter@santiago.com,+1-640-810-6710x9179,New Shelleyland,NH,25864,4/22/2023,26,19132.36,No,63
D00991,Robert,Hunt,mary66@hotmail.com,(510)592-0865x3749,Robinsonside,MS,84935,7/27/2024,29,10830.52,Yes,26
D00992,Corey,Johnston,selena60@chavez-edwards.com,558-393-1856x654,East Donnaberg,NJ,85665,3/7/2024,14,12114.93,Yes,60
D00993,Tracy,Bruce,hernandezmatthew@yahoo.com,001-347-812-6888,Hicksshire,WV,90793,4/25/2022,12,16209.59,Yes,95
D00994,Ricky,Martin,tinakelly@petersen.com,001-107-863-2019x7030,East Cassandra,AZ,86263,2/27/2023,4,478.59,Yes,93
D00995,Stephanie,Brown,shawaudrey@adams.net,817.623.2558x8119,Lake Benjamin,GA,37562,6/9/2023,29,16356.78,No,5
D00996,Antonio,Flores,beardderrick@foster-hernandez.net,+1-127-761-5180x7844,East Tammyville,CT,84177,5/12/2024,23,15472.26,No,54
D00997,Mitchell,Johns,colemancindy@gmail.com,(467)600-4259,North Laurenburgh,IA,29565,7/13/2024,6,7759.98,No,38
D00998,Scott,Taylor,charles19@wright.com,657.125.4458x479,Rollinsstad,MN,37053,5/3/2023,10,2163.14,No,62
D00999,Stephanie,Martin,nrodriguez@cortez-kline.com,+1-519-614-9901x40905,Davidport,MA,48828,11/7/2022,18,2291.57,Yes,25
D01000,Melissa,Nelson,bradleyscott@dixon.com,449-625-2165x3897,Simpsonchester,MA,59432,11/1/2022,15,23082.13,Yes,98
D01001,Cory,Barnes,rebecca44@thomas-martinez.com,001-390-766-6752x44203,South Wandaview,RI,87904,5/23/2023,8,17238.2,Yes,12
D01002,Gina,Barr,debra34@yahoo.com,579-970-6581,Hernandezmouth,DC,98942,8/25/2022,26,3195.02,No,22
D01003,Amy,Kelly,emorales@campos-washington.com,245-077-8363,New Joel,CA,58184,7/11/2023,9,8930.94,No,9
D01004,Tiffany,Roberts,brooke98@williams.com,096-801-9227x16623,Glennport,SC,36344,5/12/2022,5,14820.23,Yes,84
D01005,Michael,Moreno,jwhitaker@gmail.com,+1-352-601-7726x558,North Wesleyfort,NM,53010,1/6/2025,10,20892.58,Yes,29
D01006,Raymond,Mayer,ramosrobert@gmail.com,326-135-4270,South Kevintown,HI,30061,2/6/2023,20,1110.65,No,44
D01007,James,Palmer,cindy66@gardner-jensen.net,823-320-0253,Diazmouth,ID,66585,3/1/2025,6,5931.1,No,93
D01008,David,Miranda,jhorton@collins-hunter.org,4674071853,Ballbury,FL,87310,7/9/2022,16,22245.93,No,27
D01009,Melanie,White,murphybrianna@yahoo.com,115.648.3562,Gonzalezhaven,MD,13370,3/11/2023,24,248.96,No,55
D01010,Shawn,Davis,martinezdennis@frazier.info,001-875-318-4833x6492,Port Jamesland,ID,72834,7/1/2023,27,5050.95,Yes,81
D01011,Elizabeth,Goodwin,heidijames@hotmail.com,529-645-8716,South Jacobland,MD,84909,10/2/2023,3,23976.42,No,5
D01012,Darlene,Stephens,daniel71@vega-brown.org,(393)032-2168x8070,Lake Heather,NM,96030,3/1/2023,10,15342.78,No,52
D01013,Carla,Brennan,robertwright@hotmail.com,821-557-4125,New Cathychester,NM,14334,6/4/2024,11,6556.55,Yes,13
D01014,Andrew,Serrano,robertsonjordan@greene-gray.com,218-833-4017,Martinshire,NC,28599,7/29/2024,11,1693.44,No,42
D01015,Kristin,Cohen,wheelerdenise@roman-evans.org,001-194-455-7669,South Jesseport,WV,84558,5/6/2024,17,724.22,No,15
D01016,John,Turner,brandonknapp@yahoo.com,001-625-367-1171x20345,Haynesville,NC,4222,10/4/2024,4,6133.73,Yes,79
D01017,David,Jennings,areynolds@gmail.com,001-741-756-5923x002,South Jesus,MT,20255,8/14/2024,4,22039.52,No,18
D01018,Anne,Barker,abaker@yahoo.com,(422)371-6643,Ericfort,PA,42852,9/15/2024,17,10409.52,Yes,50
D01019,Casey,Davis,fgrimes@yahoo.com,351.999.7211,Hillchester,TX,99936,4/6/2022,9,18013.93,Yes,2
D01020,Kathy,Carpenter,duncankimberly@yahoo.com,529-270-9930,Kimberlyborough,OR,42600,5/9/2023,19,22958.76,No,87
D01021,Jamie,Morrow,jameshunter@hotmail.com,(764)201-1731x01091,Lake Scottbury,PA,33695,12/2/2024,5,10212.85,Yes,13
D01022,Jason,Smith,yanderson@scott-sullivan.biz,4600520495,New Jennifer,RI,59225,2/6/2024,22,4798.11,No,68
D01023,Molly,Holmes,kayleerogers@brown-sanders.com,(686)510-3895x3722,Morganbury,WI,35339,11/19/2024,24,12937.61,No,47
D01024,Mark,Watson,sarasmith@hotmail.com,839.290.2532x448,West Todd,NC,82520,3/17/2023,6,22703.93,Yes,89
D01025,Dylan,Washington,melissawilson@gmail.com,-7278,Davenportton,WY,50192,1/2/2025,3,20113.27,No,75
D01026,Rachel,Peterson,sylviayates@yahoo.com,439-592-8914x63124,Kathleentown,GA,43868,3/22/2023,22,1664.43,No,50
D01027,Aaron,Bartlett,icollins@yahoo.com,347-491-1608x47818,Susanview,MT,5613,2/23/2024,1,17320.47,No,12
D01028,Michele,Garcia,fjohnson@campbell.com,(223)449-4474,South Abigailport,MO,28226,2/28/2024,20,14306,No,13
D01029,Duane,Moore,amanda86@gmail.com,-5692,West Christopher,IN,87755,1/20/2024,22,22688.43,Yes,9
D01030,David,Walker,rodriguezbrianna@olson-simpson.net,(157)299-1426,Mcdanielbury,NV,21300,4/6/2024,16,3079.59,No,59
D01031,John,Lopez,nancythompson@khan.com,001-071-339-1438x276,Andreastad,GA,87044,5/7/2023,23,13360.22,No,45
D01032,Greg,Prince,ttaylor@yahoo.com,612-395-5452x5913,East Darlenetown,TX,40070,3/13/2025,11,21988.98,No,70
D01033,Donna,Austin,daniellecoleman@gmail.com,206.773.0978x039,Gomezton,MD,70565,2/23/2024,13,10262.39,Yes,43
D01034,Anthony,Guerra,brianrice@moss.com,+1-346-862-0753x919,West Mallorymouth,MD,14942,1/10/2024,27,12060.23,No,74
D01035,Alexis,Fox,lreed@cruz.net,938-289-1835,Lake Andrea,CO,70627,3/1/2024,10,1780.11,Yes,23
D01036,Kristy,Patel,miguelbaker@hotmail.com,7398485505,Grahamton,LA,23191,12/16/2022,3,6968.03,No,79
D01037,John,Arnold,david83@nguyen.com,6815114627,Sarahfurt,FL,3043,3/12/2024,9,8126.18,No,45
D01038,Mario,Avila,loweruben@delgado-mitchell.info,566.217.6272x43814,West Ashley,WA,90223,3/5/2023,28,23629.16,No,23
D01039,Grant,Wilson,mollybruce@gmail.com,565-149-9753x014,Lake Keith,DE,27565,9/9/2023,12,7081.03,No,34
D01040,Brian,Stevens,sherylmoore@rollins.info,633-845-5450x122,Raymondchester,MN,74642,9/23/2022,23,11532.5,Yes,16
D01041,Judy,Jones,xgonzales@duran-sanchez.com,(198)848-1312,South Glen,MS,60478,6/16/2022,14,16789.18,Yes,63
D01042,Alicia,Fuentes,mjackson@ryan.info,5930898930,New Brandon,VA,33249,2/14/2024,1,4071.34,Yes,51
D01043,Julie,Mclean,penabruce@gmail.com,001-222-024-1766,Dianehaven,KY,41501,8/10/2022,18,12171.33,Yes,32
D01044,Thomas,Mendoza,margaretscott@hotmail.com,001-706-838-2826,Lake Rebeccamouth,VA,35146,1/28/2025,17,18468.71,Yes,38
D01045,Kimberly,Collins,hughesvirginia@nguyen.net,001-674-000-9773x549,Grahamtown,WA,3086,7/21/2024,27,21674.04,No,56
D01046,William,Cox,claudia35@ibarra.com,+1-625-959-0121x35530,Dixonport,IA,4940,5/5/2023,9,15663.96,No,69
D01047,Daniel,Montoya,espinozarandy@wagner-palmer.com,253-436-4669,West Angela,MO,90804,5/29/2022,9,16732.96,Yes,17
D01048,William,Preston,vanessa44@yahoo.com,706.756.4403,West Julie,GA,41665,12/13/2024,23,3174.56,No,86
D01049,Sonia,Harper,jose08@gmail.com,+1-148-221-1945x7205,North Jeffrey,PA,34154,2/8/2025,10,23645.5,No,39
D01050,Bradley,Gallagher,alvarezchristine@yahoo.com,(532)168-5550x269,East Matthewside,CA,25199,9/30/2024,19,3331.7,No,41
D01051,Krista,Peterson,maydebra@caldwell.com,505-836-0722x8849,Heatherport,KS,46361,7/23/2023,29,19371.33,No,48
D01052,Michelle,Mckinney,morgan69@hotmail.com,001-392-886-6898,North Kimberly,AR,21657,12/2/2022,15,6635.11,Yes,82
D01053,Adrienne,Johnson,nicoleduran@hotmail.com,1065285443,South Kayla,ME,64248,7/31/2023,5,23341.16,No,28
D01054,Stephen,Olsen,victoria57@warner.info,5236141637,Veronicaton,ID,91149,1/20/2024,15,18004.59,No,77
D01055,Tamara,Walker,nicholas01@downs.com,7274200502,Lake Megan,NM,80967,11/9/2024,20,18850.27,Yes,50
D01056,Bruce,Vincent,david38@perez.com,+1-940-799-3977x8810,New Christopher,MT,19586,5/6/2022,23,5492.1,Yes,1
D01057,Timothy,Thomas,theresagalloway@dunn.com,859-159-0542x487,New Gailport,WI,78345,12/2/2024,25,11087.14,Yes,50
D01058,Richard,Perez,zacharyrobertson@joseph.com,404.147.1408x87795,Port Maria,MO,97661,12/19/2022,28,15452.97,Yes,19
D01059,Gina,Martinez,davidvelasquez@lopez.com,569-922-9137,East Jennifer,ME,74789,4/26/2023,2,19253.94,No,98
D01060,Tracy,Anderson,holtpaul@gray-williams.com,+1-901-688-4047x6330,Port Sarahborough,MT,52829,5/27/2023,13,2616.91,No,59
D01061,Renee,Miller,jmartinez@gmail.com,001-994-791-4159x28427,North Sandra,IA,47931,5/16/2024,24,24059.89,Yes,68
D01062,Charles,Vazquez,nathanrobles@yahoo.com,(774)165-3746x6785,New Sierraland,OK,5573,11/28/2023,16,22257.71,No,67
D01063,Christopher,Bowers,rachaelroberts@santos-davidson.com,(371)643-6111x68595,Lake Teresamouth,MA,30514,7/13/2022,15,6773.31,No,41
D01064,Charlene,Jones,yhill@may.org,(417)168-7478,Jacobfort,ME,23631,3/18/2025,25,20572.55,Yes,10
D01065,Cameron,Hampton,johnsonjames@gmail.com,(563)432-5101,Hooperhaven,SC,36675,7/14/2023,10,12967.73,Yes,28
D01066,Joshua,Todd,amoon@yahoo.com,028-831-4914,Tanyahaven,MI,37967,1/17/2024,14,11555.93,Yes,34
D01067,Cynthia,Williams,stephanie96@yahoo.com,011-201-7474,Lake Meghanmouth,SC,96601,9/13/2023,10,7874.56,No,39
D01068,Amy,Rodriguez,andrew06@compton-barnett.biz,001-815-796-1942x380,Petersview,HI,64788,12/19/2022,25,14532.6,Yes,83
D01069,Mark,Mcguire,jonesrebecca@yahoo.com,(124)582-4708,North Todd,TX,47067,9/21/2022,14,18252.63,No,56
D01070,Virginia,Palmer,mikayla13@yahoo.com,7092785743,South Jasmine,IN,91226,12/17/2022,26,10285.1,No,52
D01071,Alyssa,Brown,gweaver@mendez-nielsen.org,(425)424-7026x91546,New Ericborough,UT,15862,7/17/2022,23,15737.9,No,100
